hospital_id,hospital_name,state,district,city,latitude,longitude,ownership_type,hospital_level,total_beds,icu_beds,ventilators,cardiac_unit,trauma_unit,burn_unit,current_icu_load_percent,emergency_load_score,last_updated
163,Durga Maternity and Surgical Nursing Home,Maharashtra,Mumbai,Mumbai,19.0758488,72.8608239,Government,Tertiary,950,222,167,No,Yes,No,72,0.83,2025-12-16
164,Vatsalya Maternity and Surgical Nursing Home,Maharashtra,Mumbai,Mumbai,19.0858653,72.9053056,Trust,Tertiary,819,126,106,Yes,No,No,40,0.91,2025-12-16
165,"Shreeji Hospital, Ghatkopar",Maharashtra,Mumbai,Mumbai,19.0844927,72.9048134,Private,Tertiary,583,131,93,No,Yes,Yes,37,0.32,2025-12-16
166,Banaji Eyesurgery and Laser Center,Maharashtra,Mumbai,Mumbai,18.9358357,72.8332373,Government,Secondary,396,44,36,Yes,No,No,70,0.89,2025-12-16
167,Nirmala Maternity and Surgical Hospital with Polyclinic,Maharashtra,Mumbai,Mumbai,18.9868937,72.8306866,Private,Secondary,254,20,16,No,No,No,56,0.37,2025-12-16
168,Abhijit Hospital,Maharashtra,Mumbai,Mumbai,19.1880874,72.8433922,Private,Secondary,316,31,24,No,Yes,Yes,40,0.83,2025-12-16
169,Siddhivinayak Surgical Centre,Maharashtra,Mumbai,Mumbai,19.1274074,72.8314617,Government,Secondary,372,31,21,No,No,No,80,0.17,2025-12-16
170,Suvidha Hospital and Iccu,Maharashtra,Mumbai,Mumbai,19.1813262,72.8634739,Trust,Secondary,108,10,7,No,Yes,No,49,0.94,2025-12-16
171,Netra Jyot Eye Care Centre,Maharashtra,Mumbai,Mumbai,19.1739389,72.9550807,Trust,Primary,50,2,1,No,Yes,No,43,0.94,2025-12-16
172,Aryan Hospital and Icu,Maharashtra,Mumbai,Mumbai,18.9898598,72.8412236,Private,Tertiary,996,169,133,No,Yes,No,57,0.81,2025-12-16
173,DNA Multispeciality Hospital - Mumbai,Maharashtra,Mumbai,Mumbai,19.2005212,72.8714374,Private,Secondary,188,15,10,Yes,Yes,No,46,0.79,2025-12-16
174,Sulochan Eye,Maharashtra,Mumbai,Mumbai,19.1473308,72.9363066,Trust,Tertiary,1106,237,187,No,No,No,59,0.2,2025-12-16
175,"Purandare Hospital, Mumbai",Maharashtra,Mumbai,Mumbai,19.1293511,72.8221216,Trust,Secondary,183,18,14,Yes,Yes,Yes,61,0.51,2025-12-16
176,Vibha Care Home,Maharashtra,Mumbai,Mumbai,19.2208372,72.8514703,Private,Secondary,392,38,30,Yes,No,Yes,34,0.48,2025-12-16
177,Vaishnav Seva Samaj,Maharashtra,Mumbai,Mumbai,19.0338607,72.8590146,Government,Secondary,350,41,31,Yes,Yes,Yes,48,0.11,2025-12-16
178,"Patel Nursing Home, Mumbai",Maharashtra,Mumbai,Mumbai,19.2269461,72.8549309,Trust,Primary,71,1,0,Yes,No,Yes,94,0.76,2025-12-16
179,Priyanka Maternity and Surgical Nursing Home,Maharashtra,Mumbai,Mumbai,19.1006777,72.8907222,Trust,Secondary,247,23,16,No,Yes,No,50,0.76,2025-12-16
180,Foresight Eye Center,Maharashtra,Mumbai,Mumbai,18.956311,72.8133863,Government,Secondary,301,33,22,Yes,No,Yes,75,0.12,2025-12-16
181,Dr. Masurkar Hospital,Maharashtra,Mumbai,Mumbai,19.2033581,72.8524567,Private,Secondary,260,26,16,No,Yes,No,56,0.38,2025-12-16
182,Vivek Maternity and Nursing Home,Maharashtra,Mumbai,Mumbai,19.0940612,72.9000364,Private,Primary,59,1,0,Yes,Yes,No,61,0.88,2025-12-16
183,Sujata Medicare (Sujata Gyanaecology Clinic);Dhake Colony,Maharashtra,Mumbai,Mumbai,19.127861,72.8333795,Government,Secondary,129,11,8,No,Yes,No,45,0.32,2025-12-16
184,Akshit Maternity Home,Maharashtra,Mumbai,Mumbai,19.2551528,72.8640854,Government,Primary,63,3,2,No,Yes,No,61,0.6,2025-12-16
185,Shushrusha Hospital and Icu,Maharashtra,Mumbai,Mumbai,19.1712725,72.9580539,Government,Primary,82,3,2,Yes,Yes,No,60,0.98,2025-12-16
186,Maa Nursing Home and Netra Jyoti Eye Care Center,Maharashtra,Mumbai,Mumbai,19.1750295,72.8459443,Trust,Secondary,348,41,27,Yes,Yes,No,47,0.12,2025-12-16
187,Vardhaman Iccu and Nursing Home,Maharashtra,Mumbai,Mumbai,19.1901368,72.8441191,Trust,Secondary,100,9,5,Yes,No,Yes,90,0.12,2025-12-16
188,Dr.Reena Mokal Nursing Home and Polyclinic,Maharashtra,Mumbai,Mumbai,19.215374,72.8153551,Government,Secondary,379,43,26,No,No,No,95,0.98,2025-12-16
189,Saket Maternity and Nursing Home,Maharashtra,Mumbai,Mumbai,19.1352084,72.8140642,Private,Secondary,384,31,20,No,Yes,No,76,0.25,2025-12-16
190,Dr. Nisars Eye Care Centre,Maharashtra,Mumbai,Mumbai,18.9590608,72.8116697,Private,Tertiary,1052,199,124,No,Yes,Yes,36,0.21,2025-12-16
191,Varsha Gandre Parekh Maternity and Surgical Hospital,Maharashtra,Mumbai,Mumbai,19.060984,72.8986369,Government,Tertiary,869,175,132,Yes,No,Yes,71,0.87,2025-12-16
192,Shree Sukh Shanti Hospital,Maharashtra,Mumbai,Mumbai,19.0878791,72.9023337,Government,Tertiary,1166,235,197,No,Yes,No,40,0.88,2025-12-16
193,Divyadrashti Eye Care Centre,Maharashtra,Mumbai,Mumbai,19.2347733,72.8553515,Private,Primary,58,2,1,Yes,Yes,No,85,0.2,2025-12-16
194,Vital Care Centre,Maharashtra,Mumbai,Mumbai,19.1468937,72.8311546,Trust,Tertiary,797,182,122,No,No,Yes,47,0.89,2025-12-16
195,Modi General Hospital and Iccu,Maharashtra,Mumbai,Mumbai,19.1154687,72.9306605,Private,Primary,79,1,0,No,No,No,88,0.75,2025-12-16
196,Speciality Ear Nose Throat Hospital,Maharashtra,Mumbai,Mumbai,19.2144825,72.8671432,Government,Primary,91,2,1,Yes,Yes,No,59,0.68,2025-12-16
197,"Saraswati Eye Hospital, Mumbai",Maharashtra,Mumbai,Mumbai,19.0799959,72.9043213,Private,Secondary,269,26,20,No,Yes,Yes,77,0.63,2025-12-16
198,Ashirwad Heart Hospital,Maharashtra,Mumbai,Mumbai,19.076179,72.9056409,Government,Primary,79,3,2,No,Yes,No,82,0.89,2025-12-16
199,Neon Critical Care,Maharashtra,Mumbai,Mumbai,19.1940087,72.8392093,Private,Tertiary,1167,290,174,No,No,Yes,40,0.3,2025-12-16
200,Darshan Orthopaedic and Surgical Clinic - Malad (W),Maharashtra,Mumbai,Mumbai,19.1951758,72.8475892,Trust,Primary,69,3,1,No,No,Yes,32,0.55,2025-12-16
201,Dr. Alok Shahs Iccu and Nursing Home,Maharashtra,Mumbai,Mumbai,19.2337078,72.8533351,Trust,Primary,44,1,0,Yes,Yes,No,40,0.46,2025-12-16
202,Shree Vardhaman Sthanakvasi Jain Shravak Sangh Dadar Sanchalit Navneet Jain Health Centre,Maharashtra,Mumbai,Mumbai,19.0204668,72.8383778,Trust,Secondary,124,14,10,No,No,No,42,0.95,2025-12-16
203,J. K. Child Health Care and Nicu,Maharashtra,Mumbai,Mumbai,19.1449554,72.9347174,Private,Primary,36,0,0,No,No,Yes,42,0.11,2025-12-16
204,Amruta Surgical and Maternity Home,Maharashtra,Mumbai,Mumbai,19.0926292,72.9125141,Government,Primary,48,2,1,Yes,No,Yes,49,0.29,2025-12-16
205,Navjeevan Urology and Stone Care Centre,Maharashtra,Mumbai,Mumbai,19.1660129,72.8507602,Government,Primary,44,0,0,Yes,No,No,41,0.25,2025-12-16
206,Criticare Multispeciality Hospital and Research Centre,Maharashtra,Mumbai,Mumbai,19.1156879,72.8353295,Private,Primary,78,2,1,No,Yes,No,59,0.96,2025-12-16
207,"Orbit Eye Hospital, Mumbai",Maharashtra,Mumbai,Mumbai,19.1433248,72.8427203,Trust,Secondary,120,9,7,Yes,Yes,Yes,36,0.89,2025-12-16
208,Enclave Maternity Home,Maharashtra,Mumbai,Mumbai,19.1745533,72.8640358,Government,Secondary,396,37,25,No,No,Yes,87,0.94,2025-12-16
209,Sai Krupa E.N.T. Nursing Home,Maharashtra,Mumbai,Mumbai,19.2262963,72.8526716,Private,Secondary,184,20,15,Yes,Yes,No,66,0.93,2025-12-16
210,Balaji Speciality Hospital,Maharashtra,Mumbai,Mumbai,19.1079061,72.888,Government,Primary,64,2,1,Yes,No,No,31,0.65,2025-12-16
211,Holy Trinity Hospital,Maharashtra,Mumbai,Mumbai,19.1676317,72.9513688,Government,Tertiary,613,123,84,Yes,Yes,Yes,41,0.87,2025-12-16
212,Sanghvi Maternity and Surgical Hospital,Maharashtra,Mumbai,Mumbai,19.2170609,72.8507911,Trust,Primary,84,3,2,Yes,No,No,84,0.44,2025-12-16
213,"RG Stone Urology and Laparoscopy Hospital, Khar",Maharashtra,Mumbai,Mumbai,19.0740757,72.8329611,Government,Secondary,181,15,10,No,No,Yes,37,0.79,2025-12-16
214,Chetna Critical Care Unit,Maharashtra,Mumbai,Mumbai,19.1747167,72.9526278,Trust,Tertiary,667,124,89,Yes,Yes,No,77,0.79,2025-12-16
215,Omkar Eye Care Center,Maharashtra,Mumbai,Mumbai,19.1708418,72.9541071,Private,Secondary,335,31,23,Yes,Yes,No,71,0.47,2025-12-16
216,Dr.Badwaik's Maternity and General Hospital,Maharashtra,Mumbai,Mumbai,19.1503562,72.9381332,Trust,Primary,47,1,0,No,No,No,50,0.56,2025-12-16
217,Shanmukhananda Jasubhai R k shah Medical Centre,Maharashtra,Mumbai,Mumbai,19.031047,72.860038,Private,Primary,61,2,1,No,Yes,Yes,59,0.3,2025-12-16
218,"Aditi Hospital, Kandivali",Maharashtra,Mumbai,Mumbai,19.2134884,72.8641317,Trust,Tertiary,1157,273,168,Yes,No,Yes,51,0.21,2025-12-16
219,"Kokilaben Dhirubhai Ambani Hospital, Mumbai",Maharashtra,Mumbai,Mumbai,19.1312947,72.8246301,Trust,Primary,37,1,0,Yes,Yes,No,35,0.94,2025-12-16
220,Dr Telangs Dhanvantari Hospital,Maharashtra,Mumbai,Mumbai,19.1188723,72.8433318,Trust,Primary,93,4,2,No,Yes,Yes,44,0.3,2025-12-16
221,Dr.Pintos Pathological Laboratory,Maharashtra,Mumbai,Mumbai,19.1212519,72.8799695,Trust,Primary,50,2,1,Yes,Yes,Yes,95,0.65,2025-12-16
222,Raichura Prasuti Gruha,Maharashtra,Mumbai,Mumbai,19.2078553,72.8360476,Government,Secondary,178,15,10,No,No,Yes,37,0.28,2025-12-16
223,"Sudha Hospital and Polyclinic, Mumbai",Maharashtra,Mumbai,Mumbai,19.1811533,72.8493192,Private,Primary,56,2,1,Yes,Yes,Yes,76,0.68,2025-12-16
224,Dr.Sakhalkar's Maternity and Nursing Home,Maharashtra,Mumbai,Mumbai,19.1244488,72.8611457,Private,Secondary,188,21,13,Yes,Yes,Yes,65,0.26,2025-12-16
225,Suyog Urology Centre,Maharashtra,Mumbai,Mumbai,19.0931817,72.9131524,Trust,Secondary,105,12,8,Yes,Yes,No,42,0.77,2025-12-16
226,"Punamiya Hospital, Mumbai",Maharashtra,Mumbai,Mumbai,19.0124701,72.8343451,Trust,Tertiary,546,124,91,No,Yes,No,69,0.58,2025-12-16
227,"Patil Hospital, Mumbai",Maharashtra,Mumbai,Mumbai,19.1235929,72.8423361,Government,Primary,58,1,0,No,Yes,No,95,0.41,2025-12-16
228,Oculus Eye Hospital Pvt. Ltd,Maharashtra,Mumbai,Mumbai,19.114371,72.8334123,Private,Primary,81,3,1,No,Yes,No,60,0.2,2025-12-16
229,Navdurga Fracture and Accident Centre,Maharashtra,Mumbai,Mumbai,19.2455898,72.8599562,Government,Secondary,117,12,7,Yes,Yes,Yes,86,0.96,2025-12-16
230,Sai Swayam MatandNur Home,Maharashtra,Mumbai,Mumbai,19.187962,72.8593138,Government,Primary,30,0,0,No,No,Yes,51,0.66,2025-12-16
231,Ashirwad Orthopaedic and Surgical Nursing Home,Maharashtra,Mumbai,Mumbai,19.2284351,72.8542954,Government,Secondary,211,24,16,No,Yes,No,82,0.81,2025-12-16
232,Zynova Heart Hospital,Maharashtra,Mumbai,Mumbai,19.0890312,72.9071443,Private,Secondary,366,33,27,No,No,No,57,0.86,2025-12-16
233,Shree Borivli Gujarati Seva Mandal,Maharashtra,Mumbai,Mumbai,19.2251085,72.8502063,Trust,Primary,48,2,1,No,Yes,Yes,78,0.32,2025-12-16
234,Jeevan Maternity and General Hospital,Maharashtra,Mumbai,Mumbai,19.1853768,72.853927,Government,Tertiary,1008,178,142,Yes,Yes,Yes,67,0.92,2025-12-16
235,"Sai Krupa Hospital, Mumbai",Maharashtra,Mumbai,Mumbai,19.1812375,72.8573692,Trust,Secondary,201,21,15,No,Yes,Yes,58,0.69,2025-12-16
236,Prince Aly Khan Hospital,Maharashtra,Mumbai,Mumbai,18.9707774,72.8366089,Government,Secondary,371,34,24,No,Yes,Yes,48,0.84,2025-12-16
237,Laxmi Health Care Center and Iccu,Maharashtra,Mumbai,Mumbai,19.1134362,72.9315296,Private,Primary,51,1,0,Yes,No,Yes,77,0.7,2025-12-16
238,Khushal Hospital and Maternity Home,Maharashtra,Mumbai,Mumbai,19.0852037,72.9100598,Private,Primary,68,2,1,Yes,No,No,66,0.77,2025-12-16
239,Rajendra Maternity and Surgical Nursing Home,Maharashtra,Mumbai,Mumbai,19.2347942,72.8415965,Trust,Secondary,305,29,18,No,No,Yes,75,0.89,2025-12-16
240,Hiren Mehta Eye Care Centre,Maharashtra,Mumbai,Mumbai,19.0798083,72.9058863,Government,Secondary,387,35,27,Yes,No,No,31,0.75,2025-12-16
241,Dr Thakur Hospital,Maharashtra,Mumbai,Mumbai,19.0250711,72.8400777,Private,Primary,54,1,0,Yes,Yes,No,60,0.83,2025-12-16
242,Ashirwad Children and Surgical Hospital,Maharashtra,Mumbai,Mumbai,19.1064919,72.8877814,Government,Secondary,303,35,27,Yes,Yes,No,64,0.85,2025-12-16
243,Medha Maternity and Nursing Home - Kandivali (E) Mumbai,Maharashtra,Mumbai,Mumbai,19.1951536,72.8748706,Trust,Secondary,136,12,7,Yes,No,No,45,0.19,2025-12-16
244,Jaydeep Eye and Physiotherapy Clinic - Kandivli,Maharashtra,Mumbai,Mumbai,19.2183374,72.8289404,Trust,Tertiary,1063,173,143,No,Yes,Yes,66,0.74,2025-12-16
245,Reliance Life Sciences Pvt. Ltd,Maharashtra,Mumbai,Mumbai,19.0050283,72.8225555,Trust,Primary,51,1,0,No,Yes,Yes,32,0.84,2025-12-16
246,Mallika Hospital and Envision Eye Centre,Maharashtra,Mumbai,Mumbai,19.1373789,72.8466645,Trust,Secondary,363,41,32,Yes,Yes,Yes,46,0.37,2025-12-16
247,Gaurav Maternity and Surgical Hospital,Maharashtra,Mumbai,Mumbai,19.1456895,72.9292135,Government,Primary,91,4,3,No,No,Yes,67,0.45,2025-12-16
248,Kiran Care and Cure Hospital,Maharashtra,Mumbai,Mumbai,19.10681,72.8655446,Government,Secondary,316,27,17,Yes,No,Yes,37,0.64,2025-12-16
249,Dr. Pareeks Deafness Clinic and Ent Hospital - andheri,Maharashtra,Mumbai,Mumbai,19.1288557,72.8294756,Government,Primary,56,2,1,No,No,Yes,53,0.19,2025-12-16
250,Sas Health Care Pvt. Limited,Maharashtra,Mumbai,Mumbai,19.1476957,72.9307269,Private,Primary,63,2,1,No,Yes,No,30,0.88,2025-12-16
251,Shakuntala Maternity Home,Maharashtra,Mumbai,Mumbai,19.2106923,72.8257466,Government,Primary,60,2,1,Yes,No,Yes,56,0.3,2025-12-16
252,Mangal Anand Hospital,Maharashtra,Mumbai,Mumbai,19.0565988,72.8905401,Government,Secondary,351,32,23,Yes,Yes,Yes,91,0.51,2025-12-16
253,Pratik Hospital and Maternity Home,Maharashtra,Mumbai,Mumbai,19.2039179,72.8493534,Government,Tertiary,942,171,118,No,Yes,No,31,0.95,2025-12-16
254,Umang Maternity and Surgical Nursing Home,Maharashtra,Mumbai,Mumbai,19.1169019,72.871322,Private,Primary,32,1,0,Yes,No,No,55,0.16,2025-12-16
255,Nidhi Nursing Home and Iccu,Maharashtra,Mumbai,Mumbai,19.2062254,72.8440869,Private,Secondary,252,23,17,Yes,No,No,67,0.4,2025-12-16
256,Ashirwad Maternity and Nursing Home,Maharashtra,Mumbai,Mumbai,19.257032,72.8647211,Trust,Secondary,314,36,24,No,Yes,Yes,60,0.66,2025-12-16
257,"Sugun Hospital Multispeciality Diagnostic, Icu",Maharashtra,Mumbai,Mumbai,19.1171996,72.8827469,Private,Primary,53,1,0,No,No,Yes,80,0.5,2025-12-16
258,Dr. Karmarkar Hospital,Maharashtra,Mumbai,Mumbai,19.0130174,72.8467025,Government,Primary,85,3,2,Yes,No,Yes,85,0.45,2025-12-16
259,Dhanwantary Hospital and ICCU,Maharashtra,Mumbai,Mumbai,19.1763038,72.9535586,Government,Primary,90,4,2,Yes,No,Yes,61,0.93,2025-12-16
260,Dr Pagruts Fracture Orthopaedic and Surgical Hospital,Maharashtra,Mumbai,Mumbai,19.1953626,72.8319351,Trust,Primary,35,1,0,Yes,No,No,34,0.51,2025-12-16
261,Samarth Maternity and Nursing Home,Maharashtra,Mumbai,Mumbai,19.1685629,72.9594474,Government,Primary,82,3,2,No,No,Yes,30,0.2,2025-12-16
262,Shri Bala Hanuman Maternity and Surgical Hospital,Maharashtra,Mumbai,Mumbai,19.2185792,72.8523032,Private,Tertiary,422,101,78,Yes,Yes,Yes,52,0.72,2025-12-16
263,Jashem Eye Institute,Maharashtra,Mumbai,Mumbai,19.0279281,72.8538381,Private,Primary,42,0,0,Yes,Yes,No,69,0.48,2025-12-16
264,Vyas' Surgery,Maharashtra,Mumbai,Mumbai,19.0342874,72.8591891,Private,Primary,90,1,0,No,Yes,No,41,0.75,2025-12-16
265,Riddhivinayak Critical Care and Cardiac Centre,Maharashtra,Mumbai,Mumbai,19.193877,72.8474611,Private,Primary,55,2,1,Yes,Yes,Yes,56,0.17,2025-12-16
266,Sohum Eyecare Centre,Maharashtra,Mumbai,Mumbai,19.247308,72.853478,Trust,Primary,41,1,0,No,No,No,89,0.73,2025-12-16
267,Sai Hospital,Maharashtra,Mumbai,Mumbai,19.0399657,72.8546199,Government,Tertiary,588,130,94,Yes,Yes,Yes,59,0.51,2025-12-16
268,Drishti Eye Care Centre,Maharashtra,Mumbai,Mumbai,19.1745628,72.9521015,Government,Tertiary,407,61,36,No,Yes,Yes,45,0.15,2025-12-16
269,Khar Clinico-Pathology Laboratory,Maharashtra,Mumbai,Mumbai,19.0744458,72.8344122,Trust,Secondary,384,35,24,Yes,No,No,73,0.56,2025-12-16
270,Saibaba Maternity and Nursing Home,Maharashtra,Mumbai,Mumbai,19.2017598,72.856767,Trust,Primary,56,1,0,Yes,Yes,Yes,62,0.75,2025-12-16
271,Shree Surgical and Maternity Nursing Home,Maharashtra,Mumbai,Mumbai,19.1918378,72.8437878,Private,Secondary,233,22,16,No,No,Yes,50,0.69,2025-12-16
272,Ashirwad Hospital and Polyclinic,Maharashtra,Mumbai,Mumbai,19.0521469,72.9091445,Private,Primary,84,1,0,No,Yes,Yes,42,0.61,2025-12-16
273,Aseem Orthopaedic Hospital,Maharashtra,Mumbai,Mumbai,19.0799452,72.8545234,Government,Primary,45,1,0,Yes,No,Yes,95,0.89,2025-12-16
274,Mohit Hospital,Maharashtra,Mumbai,Mumbai,19.2337585,72.864532,Trust,Tertiary,698,145,103,No,Yes,No,71,0.35,2025-12-16
275,"Brahman Sabha, Mhaskar Gruh and General Nursing Home",Maharashtra,Mumbai,Mumbai,18.9568031,72.8190404,Private,Tertiary,748,158,96,Yes,No,No,77,0.88,2025-12-16
276,Tata Memorial Hospital,Maharashtra,Mumbai,Mumbai,19.004984,72.8432125,Trust,Primary,56,2,1,Yes,No,No,92,0.8,2025-12-16
277,Sanjeevani Surgical and General Hospital,Maharashtra,Mumbai,Mumbai,19.1845751,72.8527451,Private,Secondary,102,11,8,No,No,No,88,0.84,2025-12-16
278,Sanjeevani Chandrabhan Agrawal Charitable Trust Eye Hospital,Maharashtra,Mumbai,Mumbai,19.1842065,72.8510258,Government,Primary,48,2,1,No,No,No,88,0.25,2025-12-16
279,"J.P Hospital, Mumbai",Maharashtra,Mumbai,Mumbai,19.1012531,72.8853004,Trust,Primary,81,2,1,Yes,Yes,Yes,67,0.5,2025-12-16
280,The Laser Vision Centre,Maharashtra,Mumbai,Mumbai,19.1869158,72.8405692,Government,Primary,40,1,0,Yes,Yes,Yes,40,0.73,2025-12-16
281,"Samarth Hospital, Mumbai",Maharashtra,Mumbai,Mumbai,19.1095801,72.9264937,Trust,Tertiary,675,114,81,Yes,Yes,Yes,84,0.4,2025-12-16
282,Navneet Hi-Tech Hospital,Maharashtra,Mumbai,Mumbai,19.2463736,72.8606214,Government,Tertiary,520,84,69,No,Yes,Yes,52,0.24,2025-12-16
283,Navnirman Maternity and Surgical Hospital,Maharashtra,Mumbai,Mumbai,19.0890115,72.9070786,Government,Tertiary,662,144,99,Yes,Yes,Yes,39,0.79,2025-12-16
284,Dr. Vaidya Eye Hospital,Maharashtra,Mumbai,Mumbai,19.1273593,72.8315811,Private,Primary,87,1,0,Yes,Yes,No,93,0.42,2025-12-16
285,Sanchaiti Hospital,Maharashtra,Mumbai,Mumbai,19.2014609,72.8587666,Trust,Tertiary,954,195,165,Yes,Yes,No,36,0.19,2025-12-16
286,Paarth Hospital,Maharashtra,Mumbai,Mumbai,19.2056922,72.8453777,Trust,Tertiary,970,199,154,Yes,Yes,Yes,59,0.57,2025-12-16
287,Saraogi Maternity and General Hospital,Maharashtra,Mumbai,Mumbai,19.1898379,72.8465733,Private,Primary,32,1,0,Yes,Yes,No,78,0.59,2025-12-16
288,Dr.Palep's Priyank Maternity Nursing Home,Maharashtra,Mumbai,Mumbai,19.0146877,72.8318681,Government,Primary,90,3,2,No,No,No,32,0.71,2025-12-16
289,"Nulife Hospital, Mumbai",Maharashtra,Mumbai,Mumbai,19.0881022,72.9051983,Trust,Primary,87,3,2,Yes,No,Yes,31,0.84,2025-12-16
290,Jivdaya Hospital,Maharashtra,Mumbai,Mumbai,19.0882556,72.9053311,Private,Secondary,273,23,14,Yes,No,No,35,0.64,2025-12-16
291,Shradha Heart Hospital,Maharashtra,Mumbai,Mumbai,19.0881504,72.9051822,Government,Primary,85,3,2,Yes,No,Yes,51,0.59,2025-12-16
292,Mamta Maternity and Nursing Home,Maharashtra,Mumbai,Mumbai,19.1293815,72.815854,Private,Secondary,229,20,13,Yes,No,Yes,91,0.16,2025-12-16
293,Dr.Satish G.Desai,Maharashtra,Mumbai,Mumbai,19.1035152,72.8514978,Private,Primary,72,2,1,Yes,No,No,90,0.63,2025-12-16
294,Dev Nursing Home,Maharashtra,Mumbai,Mumbai,19.0154396,72.8335994,Trust,Primary,48,1,0,No,No,Yes,62,0.14,2025-12-16
295,Suprabha Surgicare,Maharashtra,Mumbai,Mumbai,19.0136391,72.8451061,Trust,Secondary,194,21,15,No,Yes,No,60,0.31,2025-12-16
296,Dr. Deosthaci's Eye Care Centre,Maharashtra,Mumbai,Mumbai,19.0418977,72.8640935,Trust,Secondary,144,13,9,No,Yes,Yes,59,0.12,2025-12-16
297,H.J. Doshi Ghatkopar Hindu Sabha Hospital,Maharashtra,Mumbai,Mumbai,19.085295,72.9062873,Government,Primary,95,1,0,No,Yes,No,75,0.76,2025-12-16
298,Dr.Chhatres Maternity and Surgical Nursing Home,Maharashtra,Mumbai,Mumbai,19.0253227,72.8520517,Private,Tertiary,683,144,97,No,Yes,No,59,0.59,2025-12-16
299,Well Spring Dr Avinash Phadke Pathlab Clinic,Maharashtra,Mumbai,Mumbai,19.0241779,72.8380385,Private,Primary,100,4,3,Yes,No,No,61,0.16,2025-12-16
300,Shree Sai Maternity and Surgical Nursing Home,Maharashtra,Mumbai,Mumbai,19.1639918,72.9469208,Government,Tertiary,850,134,106,No,Yes,Yes,44,0.7,2025-12-16
301,"Surana Hospital and Research Centre, Mumbai",Maharashtra,Mumbai,Mumbai,19.1988025,72.8383416,Private,Secondary,310,31,20,No,No,Yes,73,0.84,2025-12-16
302,"Ashirwad Maternity and Nursing Home, Mulund",Maharashtra,Mumbai,Mumbai,19.1702287,72.9322658,Government,Tertiary,1115,214,153,No,No,No,44,0.43,2025-12-16
303,"Yashwant Hospital, Mumbai",Maharashtra,Mumbai,Mumbai,19.1152368,72.9335748,Trust,Primary,43,1,0,Yes,Yes,No,93,0.88,2025-12-16
304,Krishna Eye Care Centre,Maharashtra,Mumbai,Mumbai,19.1839215,72.8498415,Government,Secondary,116,13,10,Yes,Yes,No,42,0.42,2025-12-16
305,Dr. Thakurs Ear Nose Throat Clinic and Hospital - Bhandup (W) Mumbai,Maharashtra,Mumbai,Mumbai,19.1473486,72.9364809,Trust,Secondary,206,21,16,Yes,No,No,69,0.33,2025-12-16
306,Dr. Khatavs Mother and Child Hospital,Maharashtra,Mumbai,Mumbai,19.2297146,72.8544416,Trust,Secondary,357,31,19,No,Yes,No,68,0.75,2025-12-16
307,Shetty Nursing Home (Shetty Health Services Pvt. Ltd.),Maharashtra,Mumbai,Mumbai,18.9747946,72.8128391,Government,Tertiary,730,177,147,No,No,Yes,48,0.82,2025-12-16
308,Dholkawalla Maternity Home,Maharashtra,Mumbai,Mumbai,18.9527132,72.8337845,Trust,Primary,78,3,2,Yes,No,Yes,53,0.17,2025-12-16
309,Vibha Maternity and Surgical Nursing Home,Maharashtra,Mumbai,Mumbai,19.1169678,72.8443725,Government,Tertiary,690,120,79,No,No,No,65,0.64,2025-12-16
310,Shri K V O Jain Manav Seva Kendra Navneet Hospital,Maharashtra,Mumbai,Mumbai,19.2342561,72.8585628,Private,Secondary,295,29,20,No,Yes,Yes,91,0.88,2025-12-16
311,Surlata Hospital,Maharashtra,Mumbai,Mumbai,19.0307218,72.8416521,Private,Tertiary,586,90,67,Yes,No,Yes,30,0.41,2025-12-16
312,"Saraswati Hospital, Mumbai",Maharashtra,Mumbai,Mumbai,19.1809405,72.8368664,Government,Secondary,351,33,23,Yes,Yes,No,50,0.68,2025-12-16
313,Khm Medical Centre Shree Kandivli Hitwardhak Mandal Kandivali,Maharashtra,Mumbai,Mumbai,19.2006415,72.8485534,Trust,Primary,48,1,0,No,Yes,Yes,51,0.29,2025-12-16
314,Dr. Kamat's Hospital,Maharashtra,Mumbai,Mumbai,19.1361449,72.8503498,Trust,Secondary,189,22,16,Yes,Yes,Yes,50,0.95,2025-12-16
315,Mahatma Gandhi Seva Mandir,Maharashtra,Mumbai,Mumbai,19.055927,72.8368556,Government,Primary,59,1,0,Yes,No,Yes,93,0.73,2025-12-16
316,Purohit Hospital,Maharashtra,Mumbai,Mumbai,19.2294557,72.8543866,Private,Tertiary,547,133,112,No,Yes,Yes,49,0.13,2025-12-16
317,Ameya Surgical and General Nursing Home,Maharashtra,Mumbai,Mumbai,19.1070774,72.8673752,Private,Tertiary,782,142,90,No,No,No,74,0.56,2025-12-16
318,Dr. Raut's Maternity and Surgical Nursing Home,Maharashtra,Mumbai,Mumbai,19.0804497,72.8562031,Trust,Primary,77,2,1,No,No,No,38,0.33,2025-12-16
319,Oma Hospital,Maharashtra,Mumbai,Mumbai,19.0512684,72.9018161,Government,Tertiary,939,166,139,No,No,No,49,0.83,2025-12-16
